City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Esperance,AU,-33.8667,121.9,55.42,79,79,19.08,broken clouds
348,Zhigansk,RU,66.7697,123.3711,23.22,82,91,3.24,overcast clouds
349,Yagodnoye,RU,62.55,149.6667,19.58,90,100,2.35,overcast clouds
350,Meulaboh,ID,4.1363,96.1285,75.99,85,98,3.04,overcast clouds
351,Raga,SS,8.4596,25.678,70.72,91,80,3.22,broken clouds
352,Guerrero Negro,MX,27.9769,-114.0611,71.19,68,0,16.04,clear sky
353,Vernon,CA,50.2581,-119.2691,83.23,35,0,2.3,clear sky
354,Ust-Kuyga,RU,70.0167,135.6,21.72,85,100,6.17,overcast clouds
355,Cuamba,MZ,-14.8031,36.5372,71.98,52,0,2.95,clear sky
356,Pangai,TO,-19.8,-174.35,82.51,57,40,13.8,scattered clouds
357,Port Lincoln,AU,-34.7333,135.8667,62.71,64,100,13.35,overcast clouds
358,Luderitz,NA,-26.6481,15.1594,58.12,75,0,14.7,clear sky
359,Cururupu,BR,-1.8283,-44.8683,77.52,83,86,6.35,overcast clouds
360,Moerai,PF,-22.4333,-151.3333,71.87,70,14,24.18,few clouds
361,Isangel,VU,-19.55,169.2667,77.11,94,100,2.3,overcast clouds
362,Namibe,AO,-15.1961,12.1522,63.46,88,17,5.46,few clouds
363,Marsaxlokk,MT,35.8419,14.5431,73.08,88,20,8.05,few clouds
364,Hasaki,JP,35.7333,140.8333,75.22,66,99,6.71,overcast clouds
365,Caravelas,BR,-17.7125,-39.2481,73.92,90,20,7.74,few clouds
366,Bambanglipuro,ID,-7.95,110.2833,78.37,84,98,5.5,light rain
367,Hearst,CA,49.6835,-83.6665,48.45,68,96,6.02,overcast clouds
368,Lenggries,DE,47.6833,11.5667,50.65,96,99,2.48,light rain
369,Soyo,AO,-6.1349,12.3689,75.24,87,96,6.04,overcast clouds
370,Fukue,JP,32.6881,128.8419,77.36,83,75,10.36,broken clouds
371,Los Algarrobos,PA,8.5,-82.4333,81.01,78,20,8.05,few clouds
372,Chipinge,ZW,-20.1883,32.6236,60.87,44,0,4.23,clear sky
373,Thinadhoo,MV,0.5333,72.9333,82.09,69,100,16.8,overcast clouds
374,Champerico,GT,14.3,-91.9167,82.94,84,89,2.06,overcast clouds
375,Luganville,VU,-15.5333,167.1667,85.28,62,17,4.29,few clouds
376,Zabid,YE,14.1951,43.3152,90.03,48,100,5.23,overcast clouds
377,Gallup,US,35.5281,-108.7426,63.36,72,75,12.66,broken clouds
378,Aksu,CN,41.1231,80.2644,51.84,29,67,3.96,broken clouds
379,Conde,BR,-7.2597,-34.9075,74.66,88,0,4.61,clear sky
380,Brae,GB,60.3964,-1.353,53.55,91,70,16.98,broken clouds
381,Ilovlya,RU,49.3033,43.9796,65.88,55,100,22.68,overcast clouds
382,Pemba,MZ,-12.974,40.5178,74.7,73,2,5.57,clear sky
383,Aurich,DE,53.4667,7.4833,57.92,94,11,4.61,few clouds
384,Kerema,PG,-7.9631,145.7785,83.37,74,87,4.76,overcast clouds
385,Montague,US,42.5356,-72.5351,51.19,74,100,5.79,overcast clouds
386,Burias,PH,11.4463,122.5497,82.11,83,69,1.5,broken clouds
387,Manzhouli,CN,49.6,117.4333,27.52,55,1,20.02,clear sky
388,Kalmunai,LK,7.4167,81.8167,81.01,64,100,9.19,overcast clouds
389,Kumluca,TR,36.3703,30.2869,77.38,59,0,5.66,clear sky
390,Coquimbo,CL,-29.9533,-71.3436,55.13,94,100,11.5,overcast clouds
391,Santa Maria,BR,-29.6842,-53.8069,56.5,88,0,1.14,clear sky
392,Ust-Maya,RU,60.4167,134.5333,27.09,70,100,9.33,overcast clouds
393,Half Moon Bay,US,37.4636,-122.4286,75.22,64,20,17.27,few clouds
394,Port Blair,IN,11.6667,92.75,78.84,94,40,2.3,mist
395,Hami,CN,42.8,93.45,42.04,20,1,7.14,clear sky
396,Auki,SB,-8.7676,160.7034,86.68,63,42,1.59,scattered clouds
397,Alice Springs,AU,-23.7,133.8833,74.75,40,100,14.97,overcast clouds
398,Evensk,RU,61.95,159.2333,35.56,53,31,4.45,scattered clouds
399,Yumen,CN,40.2833,97.2,34.18,13,45,13.42,scattered clouds
400,Tezu,IN,27.9167,96.1667,76.78,78,99,2.82,overcast clouds
401,Lasem,ID,-6.6922,111.4527,80.02,79,98,5.73,overcast clouds
402,Chabahar,IR,25.2919,60.643,79.14,80,1,2.51,clear sky
403,Batagay-Alyta,RU,67.8006,130.4114,12.38,75,69,3.51,broken clouds
404,Georgetown,MY,5.4112,100.3354,78.89,92,20,3.44,few clouds
405,Krasnyy Kholm,RU,58.0607,37.1203,44.58,95,100,12.62,overcast clouds
406,Onda,ES,39.9667,-0.25,64.9,71,57,3.06,broken clouds
407,Bonaventure,CA,48.0457,-65.4926,43.38,75,3,4.61,clear sky
408,Awbari,LY,26.5921,12.7805,79.95,45,1,9.69,clear sky
409,Aleksandrov Gay,RU,50.147,48.5704,62.28,42,92,19.91,overcast clouds
410,Beaufort,MY,5.3473,115.7455,79.93,85,93,2.42,overcast clouds
411,Black River,JM,18.0264,-77.8487,80.19,83,92,2.84,overcast clouds
412,Kudinovo,RU,54.9994,36.2533,57.72,94,100,17.67,overcast clouds
413,Boa Vista,BR,2.8197,-60.6733,76.98,88,40,3.44,scattered clouds
414,Teofilo Otoni,BR,-17.8575,-41.5053,71.96,84,76,3.4,broken clouds
415,Pombas,CV,17.1503,-25.0201,74.98,61,53,10.2,broken clouds
416,Kaeo,NZ,-35.1,173.7833,67.32,81,80,9.91,broken clouds
417,Beinamar,TD,8.6698,15.3813,72.55,95,88,4.27,overcast clouds
418,Palestine,PS,31.9216,35.2033,68.94,59,0,3.6,clear sky
419,Camacha,PT,33.0833,-16.3333,67.42,73,20,5.75,few clouds
420,Haines Junction,CA,60.7522,-137.5108,55.35,35,64,4.61,broken clouds
421,Burns Lake,CA,54.2331,-125.7533,65.62,56,84,2.64,broken clouds
422,Kargil,IN,34.5667,76.1,41.94,54,0,4.5,clear sky
423,Laguna,US,38.421,-121.4238,86.31,41,0,5.75,clear sky
424,Berlevag,NO,70.8578,29.0864,40.95,81,100,4.61,overcast clouds
425,Mayumba,GA,-3.432,10.6554,75.42,90,98,4.63,overcast clouds
426,Hwange,ZW,-18.3693,26.5019,72.68,29,0,2.01,clear sky
427,Bud,US,39.447,-86.1758,67.98,56,0,8.84,clear sky
428,Rio Bravo,MX,25.9833,-98.1,89.29,30,75,0.0,broken clouds
429,Dabeiba,CO,7.0017,-76.2672,74.26,98,89,0.96,overcast clouds
430,Aurangabad,IN,19.8833,75.3333,71.44,81,20,6.38,few clouds
431,Fairbanks,US,64.8378,-147.7164,45.09,88,75,0.0,broken clouds
432,Margate,GB,51.3813,1.3862,51.31,60,9,1.59,clear sky
433,Fougamou,GA,-1.2154,10.5838,72.72,99,100,0.56,moderate rain
434,Kavaratti,IN,10.5669,72.642,79.95,80,100,12.53,overcast clouds
435,Ouegoa,NC,-20.35,164.4333,79.11,52,98,4.74,overcast clouds
436,Manuk Mangkaw,PH,4.8,119.85,83.59,71,100,5.28,overcast clouds
437,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,100,75,15.3,light intensity shower rain
438,Nemuro,JP,43.3236,145.575,59.31,76,49,14.16,scattered clouds
439,Sinnamary,GF,5.3833,-52.95,79.25,88,98,9.08,overcast clouds
440,Kashan,IR,33.9831,51.4364,71.69,34,2,1.72,clear sky
441,Barcelos,PT,41.5388,-8.6151,68.85,56,30,4.81,scattered clouds
442,Zhangye,CN,38.9342,100.4517,44.92,18,99,5.88,overcast clouds
443,Faanui,PF,-16.4833,-151.75,78.91,72,31,14.25,scattered clouds
444,Ozu,JP,33.5,132.55,74.82,70,88,4.34,overcast clouds
445,Mozarlandia,BR,-14.7447,-50.5706,81.1,56,70,6.55,broken clouds
446,Hualmay,PE,-11.0964,-77.6139,62.76,82,60,9.84,broken clouds
447,Kloulklubed,PW,7.0419,134.2556,82.9,74,97,8.66,overcast clouds
448,Cabo San Lucas,MX,22.8909,-109.9124,90.7,69,81,5.21,broken clouds
449,Touros,BR,-5.1989,-35.4608,76.82,74,9,15.46,clear sky
450,Fukuma,JP,33.7667,130.4667,77.29,71,23,3.8,few clouds
451,Arkhonskaya,RU,43.11,44.5125,51.46,93,95,4.47,overcast clouds
452,Martinsville,US,36.6915,-79.8725,57.38,95,100,10.36,overcast clouds
453,Careiro Da Varzea,BR,-3.2003,-59.8119,86.61,73,99,4.21,overcast clouds
454,Flinders,AU,-34.5833,150.8552,62.19,65,10,5.01,clear sky
455,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,71,0,17.27,clear sky
456,Supe,PE,-10.8,-77.7333,62.26,83,41,8.84,scattered clouds
457,Riachao Das Neves,BR,-11.7461,-44.91,87.4,29,84,3.33,broken clouds
458,Dingle,PH,10.9995,122.6711,82.33,83,94,6.64,overcast clouds
459,Poum,NC,-20.2333,164.0167,74.5,66,95,14.25,overcast clouds
460,Burnie,AU,-41.0667,145.9167,58.95,58,99,5.73,overcast clouds
461,Luau,AO,-10.7073,22.2247,70.48,69,97,7.78,overcast clouds
462,Aksarka,RU,66.5606,67.7975,35.55,87,100,12.44,overcast clouds
463,Grindavik,IS,63.8424,-22.4338,50.47,93,75,20.71,light rain
464,Sola,VU,-13.8833,167.55,84.87,70,17,2.3,few clouds
465,Kathu,TH,7.9178,98.3332,84.74,87,100,8.93,overcast clouds
466,Mount Pleasant,US,32.7941,-79.8626,68.99,77,100,3.44,overcast clouds
467,Akyab,MM,20.15,92.9,78.76,90,100,12.03,overcast clouds
468,Shibetsu,JP,43.659,145.132,60.22,80,57,13.06,broken clouds
469,Beloha,MG,-25.1667,45.05,66.11,75,0,3.91,clear sky
470,Tommot,RU,58.9564,126.2925,25.7,87,100,6.96,light snow
471,Verkhnevilyuysk,RU,63.4453,120.3167,26.08,86,78,2.19,broken clouds
472,Norsup,VU,-16.0667,167.3833,83.39,68,21,2.42,few clouds
473,Gondanglegi,ID,-7.7479,112.0132,79.48,81,89,9.93,overcast clouds
474,Wattegama,LK,6.7989,81.4808,77.23,71,100,3.76,overcast clouds
475,Kenora,CA,49.8167,-94.4337,61.77,67,75,8.05,broken clouds
476,Lucea,JM,18.451,-78.1736,76.86,78,89,3.24,overcast clouds
477,Yining,CN,29.0361,114.5636,85.05,57,0,1.81,clear sky
478,Andenes,NO,69.3143,16.1194,44.92,93,100,6.91,drizzle
479,Vanavara,RU,60.34,102.2797,27.32,92,100,5.59,overcast clouds
480,Sarkand,KZ,45.41,79.9186,41.92,18,0,4.05,clear sky
481,Lagoa,PT,39.05,-27.9833,70.74,87,100,3.8,light rain
482,Villazon,BO,-22.0866,-65.5942,45.79,69,92,12.62,overcast clouds
483,San Vicente,AR,-26.6167,-54.1333,57.27,85,13,3.8,few clouds
484,Magadi,IN,12.9667,77.2333,65.86,92,100,4.85,overcast clouds
485,Barranca,PE,-10.75,-77.7667,61.57,84,39,8.68,scattered clouds
486,Opuwo,NA,-18.0607,13.84,71.91,24,0,1.99,clear sky
487,Moron,AR,-34.6534,-58.6198,65.95,74,16,11.5,few clouds
488,Boundiali,CI,9.5217,-6.4869,71.42,96,100,5.17,light rain
489,Kidal,ML,18.4411,1.4078,93.34,22,40,4.09,scattered clouds
490,Colares,PT,38.7992,-9.4469,74.39,71,1,1.01,clear sky
491,Hochstadt,DE,49.2475,8.2089,52.79,90,32,3.62,scattered clouds
492,Naryan-Mar,RU,67.6713,53.087,37.67,90,96,5.73,overcast clouds
493,Havelock,US,34.8791,-76.9013,69.78,81,100,8.05,overcast clouds
494,Lalibela,ET,12.0333,39.0333,59.7,77,100,3.0,light rain
495,Bacong,PH,9.2464,123.2956,82.71,83,100,9.24,overcast clouds
496,Muros,ES,42.7762,-9.0603,59.85,89,99,6.42,overcast clouds
497,Panalingaan,PH,8.7842,117.4231,81.99,77,92,3.42,overcast clouds
498,Vostok,RU,46.4856,135.8833,61.39,58,57,5.7,broken clouds
499,Plaster Rock,CA,46.9065,-67.39,43.32,73,3,4.32,clear sky
500,Constitucion,CL,-35.3333,-72.4167,51.62,92,39,8.86,scattered clouds
501,Chesma,RU,53.8111,60.6533,37.6,47,48,7.63,scattered clouds
502,Chulman,RU,56.8479,124.9104,20.97,83,100,10.67,overcast clouds
503,Zhangjiakou,CN,40.81,114.8794,49.35,75,100,12.33,moderate rain
504,Chilca,PE,-12.5211,-76.7372,61.29,85,87,8.25,overcast clouds
505,Kralendijk,BQ,12.15,-68.2667,84.18,84,40,10.36,scattered clouds
506,Florianopolis,BR,-27.6146,-48.5012,63.63,78,75,9.22,broken clouds
507,Silver City,US,32.7701,-108.2803,73.36,46,0,8.05,clear sky
508,Kristinehamn,SE,59.3098,14.1081,46.96,92,100,3.42,overcast clouds
509,Sisimiut,GL,66.9395,-53.6735,31.6,81,92,9.17,overcast clouds
510,Sur,OM,22.5667,59.5289,79.16,76,1,5.7,clear sky
511,San Carlos,VE,9.6612,-68.5827,75.36,90,88,2.62,overcast clouds
512,Utete,TZ,-7.986,38.758,67.32,95,9,1.36,clear sky
513,Tura,IN,25.5198,90.2201,72.63,97,100,2.95,heavy intensity rain
514,Port Keats,AU,-14.25,129.55,86.2,49,8,1.86,clear sky
515,Carballo,ES,43.213,-8.691,59.86,93,99,2.37,overcast clouds
516,Turukhansk,RU,65.8167,87.9833,28.04,87,99,8.7,overcast clouds
517,Deputatskiy,RU,69.3,139.9,8.29,94,99,4.18,overcast clouds
518,Canto Do Buriti,BR,-8.11,-42.9444,81.95,25,21,4.14,few clouds
519,Den Helder,NL,52.9599,4.7593,58.98,78,100,6.91,overcast clouds
520,Seymchan,RU,62.8833,152.4333,24.49,85,94,4.45,overcast clouds
521,Sembakung,ID,3.8167,117.25,78.8,87,99,1.9,overcast clouds
522,Savinka,RU,50.0785,47.0994,63.28,43,97,20.51,overcast clouds
523,Little Current,CA,45.9793,-81.9248,53.65,43,23,4.76,few clouds
524,Kenitra,MA,34.261,-6.5802,66.96,62,48,8.55,scattered clouds
525,Doha,QA,25.2867,51.5333,82.38,74,0,2.3,clear sky
526,Listvyagi,RU,53.6772,86.951,24.33,85,17,4.56,few clouds
527,Krasnoselkup,RU,65.7,82.4667,30.58,73,100,13.18,overcast clouds
528,Phatthalung,TH,7.5,100.0833,78.04,82,97,3.24,moderate rain
529,Nefteyugansk,RU,61.0998,72.6035,31.84,76,96,14.94,overcast clouds
530,College,US,64.8569,-147.8028,45.07,88,100,0.0,overcast clouds
531,Itaituba,BR,-4.2761,-55.9836,79.75,67,91,1.39,very heavy rain
532,Bandarbeyla,SO,9.4942,50.8122,76.93,82,97,23.33,overcast clouds
533,Merauke,ID,-8.4667,140.3333,83.32,74,55,8.95,broken clouds
534,Nasirabad,IN,26.3,74.7333,74.66,66,0,13.6,clear sky
535,Kitimat,CA,54.0524,-128.6534,68.38,52,93,2.62,overcast clouds
536,Gazanjyk,TM,39.2446,55.5154,55.02,14,0,13.85,clear sky
537,Petit Goave,HT,18.4314,-72.8669,81.48,79,86,5.77,overcast clouds
538,Halifax,CA,44.6453,-63.5724,48.2,69,100,12.66,overcast clouds
539,Inhambane,MZ,-23.865,35.3833,69.12,85,0,4.61,clear sky
540,Takoradi,GH,4.8845,-1.7554,74.75,91,43,5.3,scattered clouds
541,Ishigaki,JP,24.3448,124.1572,82.53,74,20,8.05,few clouds
542,Nacala,MZ,-14.5428,40.6728,71.02,86,0,0.51,clear sky
543,Fuxin,CN,42.0156,121.6589,47.03,77,100,17.81,moderate rain
544,Salina,US,38.8403,-97.6114,80.73,22,0,12.66,clear sky
545,Oga,IT,46.4631,10.347,48.74,96,18,6.98,few clouds
546,Mae Hong Son,TH,19.3003,97.9685,75.34,100,75,0.0,mist
547,Billings,US,45.7833,-108.5007,61.29,62,75,4.61,broken clouds
548,Filadelfia,US,39.9523,-75.1638,53.15,95,100,3.0,moderate rain
549,Saint-Paul,RE,-21.0096,55.2707,69.89,72,51,1.7,broken clouds
550,Council Bluffs,US,41.2619,-95.8608,77.52,36,0,10.36,clear sky
551,Emirdag,TR,39.0197,31.15,51.82,78,4,2.95,clear sky
552,Axim,GH,4.8699,-2.2405,74.8,91,30,4.79,scattered clouds
553,Grand-Santi,GF,4.25,-54.3833,73.26,96,98,2.28,overcast clouds
554,Arauco,CL,-37.2463,-73.3175,50.61,87,97,3.74,overcast clouds
555,Warmbad,NA,-28.45,18.7333,64.11,26,0,4.92,clear sky
556,Sorland,NO,67.667,12.6934,51.66,88,100,17.43,overcast clouds
557,Camana,PE,-16.6228,-72.7111,62.49,80,58,6.98,broken clouds
558,Panjab,AF,34.388,67.0233,42.49,39,0,2.19,clear sky
559,Saint-Pierre,RE,-21.3393,55.4781,67.68,66,20,8.05,few clouds
560,Solnechnyy,RU,50.7214,136.6319,46.27,97,100,3.58,moderate rain
561,Alpena,US,45.0617,-83.4327,48.52,78,0,4.61,clear sky
562,San Luis,AR,-33.295,-66.3356,68.68,34,32,9.22,scattered clouds
563,Kapit,MY,2.0167,112.9333,73.58,100,100,1.23,light rain
564,Imbituba,BR,-28.24,-48.6703,61.32,88,21,8.46,few clouds
565,La Asuncion,VE,11.0333,-63.8628,85.73,66,6,11.5,clear sky
566,Kastamonu,TR,41.5,33.6667,51.21,88,36,2.84,scattered clouds
567,Kostek,RU,43.3439,46.8541,68.63,71,78,17.85,broken clouds
568,Chardara,KZ,41.2547,67.9692,54.27,30,37,5.35,scattered clouds
569,Coolum Beach,AU,-26.5333,153.1,68.11,77,60,12.19,broken clouds
570,Martapura,ID,-3.4167,114.85,77.09,94,40,3.44,scattered clouds
571,Rio Grande,BR,-32.035,-52.0986,57.31,87,8,2.42,clear sky
572,Puerto Escondido,MX,15.85,-97.0667,80.1,81,87,1.88,overcast clouds
573,Bjerkvik,NO,68.5597,17.5189,45.99,89,95,5.75,overcast clouds
574,Road Town,VG,18.4167,-64.6167,84.29,89,40,3.44,scattered clouds
575,Samarkand,UZ,39.6542,66.9597,54.82,41,62,9.22,broken clouds
576,Manaus,BR,-3.1019,-60.025,86.49,70,40,6.91,light rain
577,Mora,CM,11.0461,14.1401,79.52,68,62,4.85,broken clouds
578,Lagos,NG,6.5833,3.75,79.12,95,56,2.35,broken clouds
579,Dunmore Town,BS,25.5,-76.65,81.95,73,5,6.67,clear sky
580,Lasa,IT,46.6166,10.7002,47.35,96,36,7.4,scattered clouds
581,Kangaatsiaq,GL,68.3065,-53.4641,35.44,76,90,6.82,overcast clouds
582,Semirom,IR,31.4167,51.5667,52.03,34,0,2.15,clear sky
583,Sabratah,LY,32.7933,12.4885,72.41,66,0,4.59,clear sky
584,Dalvik,IS,65.9702,-18.5286,44.53,79,83,8.81,broken clouds
585,Cockburn Town,TC,21.4612,-71.1419,83.25,75,99,6.17,overcast clouds
586,Charters Towers,AU,-20.1,146.2667,80.44,49,74,12.03,broken clouds
587,Rurrenabaque,BO,-14.4413,-67.5278,78.28,61,30,1.07,scattered clouds
588,Hayden,US,47.766,-116.7866,78.49,46,0,5.75,clear sky
589,Belyy Yar,RU,53.6039,91.3903,24.85,81,0,2.24,clear sky
590,Menongue,AO,-14.6585,17.691,65.39,30,58,3.0,broken clouds
591,Teahupoo,PF,-17.8333,-149.2667,78.76,75,94,12.48,overcast clouds
592,Phalodi,IN,27.1333,72.3667,80.26,51,0,11.03,clear sky
593,Nuristan,AF,35.3,70.8333,35.26,59,9,2.01,clear sky
594,Qaqortoq,GL,60.7167,-46.0333,35.24,68,26,2.21,scattered clouds
595,Zeya,RU,53.75,127.2667,29.53,64,3,9.28,clear sky
596,Marsh Harbour,BS,26.5412,-77.0636,80.49,76,23,10.8,light rain
597,Rudbar,AF,30.15,62.6,67.1,26,0,7.81,clear sky
598,Tanah Merah,MY,5.8,102.15,75.02,97,100,1.9,overcast clouds
599,Santiago Del Estero,AR,-27.7951,-64.2615,73.94,31,0,6.04,clear sky
600,Jitra,MY,6.2681,100.4217,75.09,94,20,2.3,few clouds
601,Chiang Khong,TH,20.2613,100.4046,71.76,100,100,1.3,overcast clouds
602,Bilma,NE,18.6853,12.9164,88.95,13,0,8.7,clear sky
603,Khorixas,NA,-20.3667,14.9667,69.82,25,0,2.98,clear sky
604,Ottumwa,US,41.02,-92.4113,72.16,59,0,8.05,clear sky
605,Okhotsk,RU,59.3833,143.3,36.99,73,100,10.0,overcast clouds
606,Awjilah,LY,29.1081,21.2869,75.7,46,0,16.64,clear sky
607,The Valley,AI,18.217,-63.0578,82.54,78,40,6.91,scattered clouds
608,Lalmohan,BD,22.3384,90.7419,81.27,84,99,16.28,light rain
609,Port Augusta,AU,-32.5,137.7667,68.65,33,100,11.3,light rain
610,Campbell River,CA,50.0163,-125.2446,77.38,41,20,3.44,few clouds
611,Acajutla,SV,13.5928,-89.8275,80.06,81,89,5.1,overcast clouds
612,San Pedro,PH,14.35,121.0167,79.83,87,75,4.61,heavy intensity rain
613,Oksfjord,NO,70.2396,22.3479,39.38,82,49,3.15,scattered clouds
614,Leh,IN,34.1667,77.5833,44.22,48,0,3.53,clear sky
615,Hirara,JP,24.8,125.2833,80.87,83,20,4.61,few clouds
616,Nador,MA,35.174,-2.9287,71.85,83,100,4.61,overcast clouds
617,Marrakesh,MA,31.6315,-8.0083,75.27,35,2,6.91,clear sky
618,Matara,LK,5.9485,80.5353,78.57,83,96,17.65,overcast clouds
619,Saint-Francois,FR,46.4154,3.9054,58.44,94,75,4.61,broken clouds
620,Shiliguri,IN,26.7,88.4333,75.99,89,92,4.14,overcast clouds
621,Yarkovo,RU,57.4028,67.0786,40.82,48,100,10.98,overcast clouds
622,Garachine,PA,8.0647,-78.3628,79.25,82,61,4.25,broken clouds
623,Bereda,ES,43.2686,-7.5406,58.14,100,100,2.75,overcast clouds
624,Arraias,BR,-12.9288,-46.9437,80.49,42,73,4.9,broken clouds
625,Ardakan,IR,32.31,54.0175,68.79,29,2,5.91,clear sky
626,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,71.42,53,95,4.18,overcast clouds
627,Bahir Dar,ET,11.5936,37.3908,59.04,96,100,4.88,light rain
628,Reconquista,AR,-29.15,-59.65,63.54,53,0,9.48,clear sky
629,Mackenzie,CA,55.2999,-123.1698,66.42,37,0,4.61,clear sky
630,Bosaso,SO,11.2842,49.1816,84.56,63,84,4.92,broken clouds
631,Ayan,RU,56.45,138.1667,39.43,53,51,15.88,broken clouds
632,Afyonkarahisar,TR,38.75,30.6667,50.88,75,0,3.78,clear sky
633,Dong Xoai,VN,11.5333,106.9167,75.22,94,100,3.33,overcast clouds
634,Olinda,BR,-8.0089,-34.8553,76.73,78,75,6.91,broken clouds
635,Centralia,US,46.7162,-122.9543,85.48,42,0,1.01,clear sky
636,Chimbote,PE,-9.0853,-78.5783,62.47,85,13,8.25,few clouds
637,Lexington,US,37.9887,-84.4777,69.12,55,75,17.27,broken clouds
638,Kroya,ID,-7.6331,109.2461,78.12,87,100,4.25,overcast clouds
639,Henties Bay,NA,-22.116,14.2845,55.56,91,3,5.12,clear sky
640,Darnah,LY,32.767,22.6367,73.65,71,2,24.34,clear sky
641,Revelstoke,CA,50.9832,-118.2023,73.42,60,0,6.91,clear sky
642,Rocha,UY,-34.4833,-54.3333,51.55,92,6,8.77,clear sky
643,Skibbereen,IE,51.55,-9.2667,57.11,84,99,7.74,overcast clouds
644,Fairview,US,40.8126,-73.999,56.12,51,100,21.85,overcast clouds
645,Quba,AZ,41.3626,48.5152,61.18,45,77,5.73,broken clouds
646,Totskoye,RU,52.5248,52.7623,53.47,43,76,15.75,broken clouds
647,Taft,IR,31.7471,54.2088,66.15,30,0,4.61,clear sky
648,Karang Tengah,ID,-7.5787,111.8642,79.66,81,99,5.3,overcast clouds
649,Trairi,BR,-3.2778,-39.2689,77.4,80,8,12.19,clear sky
650,Igrim,RU,63.1906,64.4162,38.25,86,100,10.65,light rain
651,Xuddur,SO,4.1213,43.8894,70.11,76,98,13.78,overcast clouds
652,Alvaraes,BR,-3.2208,-64.8042,74.37,93,63,1.48,broken clouds
653,Suleja,NG,9.1758,7.1808,72.59,92,77,3.42,broken clouds
654,Slavonice,CZ,48.9975,15.3515,51.62,87,88,14.09,overcast clouds
655,Dunedin,NZ,-45.8742,170.5036,49.15,72,45,20.13,scattered clouds
656,Yertsevo,RU,60.7966,40.086,41.81,95,100,7.02,overcast clouds
657,Tucurui,BR,-3.7661,-49.6725,87.24,39,82,2.46,broken clouds
658,Togur,RU,58.3631,82.8265,25.56,89,23,3.87,few clouds
659,Marawi,PH,7.9986,124.2928,75.63,79,100,1.12,overcast clouds
660,Hamilton,US,39.1834,-84.5333,64.89,65,20,6.91,few clouds
661,Joao Camara,BR,-5.5375,-35.8197,72.12,81,3,11.43,clear sky
662,Viedma,AR,-40.8135,-62.9967,45.16,69,90,10.71,overcast clouds
663,Karratha,AU,-20.7377,116.8463,76.42,50,15,14.83,few clouds
664,Beringovskiy,RU,63.05,179.3167,40.78,72,96,14.25,overcast clouds
665,Linping,CN,30.4225,120.2972,85.95,68,0,7.87,clear sky
666,Patan,NP,27.6667,85.3333,66.58,88,20,2.3,few clouds
667,San Patricio,US,28.017,-97.5169,82.35,44,100,8.88,overcast clouds
668,Broadstairs,GB,51.3591,1.4394,51.21,59,8,1.39,clear sky
669,Sergeyevka,KZ,53.88,67.4158,31.12,51,0,6.06,clear sky
670,Kholmogory,RU,64.2229,41.656,40.24,88,100,4.65,overcast clouds
671,Dedza,MW,-14.3779,34.3332,60.84,41,0,3.18,clear sky
672,Alamogordo,US,32.8995,-105.9603,78.22,41,0,14.97,clear sky
673,Sohag,EG,26.557,31.6948,82.69,27,0,7.18,clear sky
674,Paka,MY,4.6374,103.4368,76.98,94,40,2.3,scattered clouds
675,Sadiqabad,PK,28.3062,70.1307,80.1,63,0,8.84,clear sky
676,Tual,ID,-5.6667,132.75,82.74,75,50,10.22,scattered clouds
677,Umm Kaddadah,SD,13.6017,26.6876,83.82,47,69,11.74,light rain
678,Ouidah,BJ,6.3631,2.0851,76.86,88,96,5.28,overcast clouds
679,Cayenne,GF,4.9333,-52.3333,78.84,89,20,1.14,few clouds
680,Ambon,ID,-3.6954,128.1814,86.14,70,0,2.3,clear sky
681,Trinidad,BO,-14.8333,-64.9,89.58,51,20,3.44,few clouds
682,Mantua,IT,45.1667,10.7833,61.95,87,15,1.01,few clouds
683,Itarema,BR,-2.9248,-39.9167,77.63,80,6,16.58,clear sky
684,Becerril,CO,9.7041,-73.2793,79.29,77,25,4.23,scattered clouds
685,Khandyga,RU,62.6667,135.6,25.05,51,72,4.41,broken clouds
686,Guiyang,CN,26.5833,106.7167,70.29,78,75,15.66,broken clouds
687,Rio Bananal,BR,-19.265,-40.3333,70.66,86,74,4.54,broken clouds
688,Turayf,SA,31.6725,38.6637,73.65,28,0,6.91,clear sky
689,Puerto Madryn,AR,-42.7692,-65.0385,49.64,59,98,18.12,overcast clouds
690,Buluang,PH,13.3068,123.3425,81.46,81,87,2.73,overcast clouds
691,Umm Lajj,SA,25.0213,37.2685,83.7,53,0,4.41,clear sky
692,Valdivia,CL,-39.8142,-73.2459,55.49,87,100,3.36,overcast clouds
693,Ruy Barbosa,BR,-12.2839,-40.4939,74.77,72,31,10.0,scattered clouds
694,Kigoma,TZ,-4.8769,29.6267,77.56,65,76,3.51,broken clouds
695,Linhares,BR,-19.3911,-40.0722,70.32,88,47,3.69,scattered clouds
696,Odienne,CI,9.51,-7.5692,72.23,92,100,4.81,moderate rain
697,Porto De Moz,BR,-1.7483,-52.2383,81.5,59,85,4.52,overcast clouds
698,Kenai,US,60.5544,-151.2583,49.08,92,100,5.75,light rain
